transaction_id,customer_id,timestamp,amount,merchant_name,merchant_category,location,payment_method,is_fraud,hour
TXN_00003285,CUST_000784,54:33.2,138.41,"Harmon, Grimes and Burns - Department Store",Department Store,"North Annette, Indiana",Mobile App,0,22
TXN_00003252,CUST_000290,01:33.2,76.01,Jones-Garcia - ATM,ATM,"Harrisfurt, North Dakota",Credit Card,0,23
TXN_00004961,CUST_000692,15:34.2,276.78,Gray LLC - Airlines,Airlines,"Johnmouth, West Virginia",Online Banking,0,23
TXN_00002917,CUST_000313,26:33.1,90.82,"Suarez, Chambers and Barnett - ATM",ATM,"Pattonville, North Carolina",Debit Card,0,23
TXN_00007594,CUST_000884,27:35.5,292.63,"Downs, Sanchez and Ortega - Airlines",Airlines,"Tranborough, Kansas",Debit Card,0,23
TXN_00003374,CUST_000744,33:33.2,206.88,Gray Inc - Airlines,Airlines,"Barbaramouth, Nebraska",Debit Card,0,23
TXN_00001235,CUST_000453,35:32.1,217.76,"Duffy, Fisher and Brown - Airlines",Airlines,"South Sergioburgh, Oklahoma",Credit Card,0,23
TXN_00001081,CUST_000238,55:32.1,76.85,Lewis-Johnson - Grocery,Grocery,"New Jennifer, Nebraska",Credit Card,0,23
TXN_00006777,CUST_000586,03:35.0,99.4,Johnson Ltd - Hotel,Hotel,"Saraville, Maine",Online Banking,0,0
TXN_00002594,CUST_000911,06:32.9,33.93,Wright Group - Gas Station,Gas Station,"Petersfurt, Georgia",Credit Card,0,0
TXN_00009621,CUST_000794,06:36.6,122.77,"Adams, Sims and Rodriguez - Airlines",Airlines,"North Toniville, Delaware",Mobile App,0,0
TXN_00006307,CUST_000900,10:34.7,47.55,Keith-Graves - Hotel,Hotel,"Marymouth, New York",Mobile App,0,0
TXN_00001508,CUST_000957,12:32.3,190.49,"Scott, Jones and Hall - Grocery",Grocery,"Meyersbury, Louisiana",Credit Card,0,0
TXN_00009294,CUST_000684,20:36.5,141.95,Jones-Johnson - Department Store,Department Store,"Parkshaven, Georgia",Credit Card,0,0
TXN_00005089,CUST_000864,27:34.2,357.01,Carter Inc - Online Shopping,Online Shopping,"East Jefferyside, New Jersey",Online Banking,0,0
TXN_00002924,CUST_000564,29:33.1,56.93,"Faulkner, Vargas and Coleman - Pharmacy",Pharmacy,"Joeberg, South Carolina",Mobile App,0,0
TXN_00005450,CUST_000436,34:34.4,99.1,"Davila, Wells and Holmes - Department Store",Department Store,"Jessicaborough, Massachusetts",Mobile App,0,0
TXN_00001027,CUST_000465,40:32.0,53.07,"Edwards, Sanders and Vargas - Grocery",Grocery,"Aaronfort, Montana",Mobile App,0,0
TXN_00001497,CUST_000327,43:32.3,174.57,Richards and Sons - Pharmacy,Pharmacy,"North Tyroneborough, Idaho",Online Banking,0,0
TXN_00005362,CUST_000008,44:34.3,61.94,"Yates, Solis and Woods - Gas Station",Gas Station,"Rollinsbury, Arizona",Credit Card,0,0
TXN_00004471,CUST_000839,47:33.8,285.73,"Lopez, Schmitt and Johnson - Department Store",Department Store,"South Timothyport, Vermont",Mobile App,0,0
TXN_00002772,CUST_000549,52:33.0,281.69,"Harris, Ortiz and Johnson - Pharmacy",Pharmacy,"East Tracytown, Texas",Online Banking,0,0
TXN_00003749,CUST_000639,59:33.4,71.21,Cummings and Sons - Grocery,Grocery,"Leslieport, Hawaii",Debit Card,0,0
TXN_00001972,CUST_000420,02:32.6,254.36,"Martinez, Martin and Walker - Department Store",Department Store,"Joneschester, Nevada",Debit Card,0,1
TXN_00008053,CUST_000445,09:35.7,60.81,"Fletcher, Knox and Peterson - Gas Station",Gas Station,"Meyertown, Mississippi",Mobile App,0,1
TXN_00007617,CUST_000001,14:35.5,194.77,"Ford, Miles and Olson - Airlines",Airlines,"Lake Michael, Kansas",Credit Card,0,1
TXN_00003077,CUST_000152,18:33.1,39.97,"Thomas, Castro and Esparza - Gas Station",Gas Station,"Rickyton, Alaska",Mobile App,0,1
TXN_00005386,CUST_000336,23:34.3,138.14,Young LLC - Hotel,Hotel,"East Lance, Florida",Mobile App,0,1
TXN_00001245,CUST_000872,24:32.1,5.04,Suspicious Merchant - Online Shopping,Pharmacy,"Shelbyport, Idaho",Debit Card,1,1
TXN_00007917,CUST_000039,36:35.7,129.91,Rivera-Black - Grocery,Grocery,"Ramirezhaven, New Hampshire",Debit Card,0,1
TXN_00009549,CUST_000439,37:36.6,187.18,Williams Group - Pharmacy,Pharmacy,"Bowmanshire, California",Credit Card,0,1
TXN_00001458,CUST_000332,41:32.3,9.4,Suspicious Merchant - Online Shopping,Pharmacy,"Port Emily, Tennessee",Mobile App,1,1
TXN_00000426,CUST_000317,46:31.7,110.57,Adams-Newton - Restaurant,Restaurant,"Courtneyland, Michigan",Credit Card,0,1
TXN_00003768,CUST_000640,49:33.5,1882.5,Suspicious Merchant - Online Shopping,Online Shopping,"Patelburgh, Arizona",Mobile App,1,1
TXN_00008777,CUST_000203,55:36.2,1473.63,Suspicious Merchant - Online Shopping,ATM,"North Russelltown, Tennessee",Mobile App,1,1
TXN_00003924,CUST_000121,56:33.5,294.16,Perez-Stephens - Department Store,Department Store,"Erinborough, Georgia",Mobile App,0,1
TXN_00009046,CUST_000500,56:36.4,66.69,Rojas PLC - Gas Station,Gas Station,"Browntown, Louisiana",Online Banking,0,1
TXN_00004662,CUST_000573,57:33.9,3242.04,Payne-Garza - Hotel,Hotel,"Wolfview, Minnesota",Credit Card,1,1
TXN_00001983,CUST_000344,00:32.6,32.49,Roberts Ltd - Grocery,Grocery,"Lauratown, North Carolina",Debit Card,0,2
TXN_00006791,CUST_000337,04:35.0,254.13,Armstrong and Sons - Online Shopping,Online Shopping,"New Susanhaven, Indiana",Mobile App,0,2
TXN_00004166,CUST_000297,06:33.6,53.46,"Higgins, Carroll and Winters - Department Store",Department Store,"Port Travisberg, Indiana",Mobile App,0,2
TXN_00005341,CUST_000900,06:34.3,80.37,Smith Group - Grocery,Grocery,"Christopherville, Montana",Debit Card,0,2
TXN_00000859,CUST_000792,13:32.0,346.92,"Brown, Coleman and Smith - Online Shopping",Online Shopping,"Melissaton, Nebraska",Debit Card,0,2
TXN_00001089,CUST_000366,17:32.1,2722.48,Gonzalez Inc - Airlines,Airlines,"North Tyler, Idaho",Debit Card,1,2
TXN_00006783,CUST_000047,18:35.0,6.07,Washington PLC - Online Shopping,Online Shopping,"North Codychester, Mississippi",Online Banking,1,2
TXN_00007000,CUST_000625,34:35.1,121.2,Ramirez-Wallace - Grocery,Grocery,"West Autumn, Florida",Mobile App,0,2
TXN_00000382,CUST_000834,37:31.7,185.25,Frye PLC - ATM,ATM,"South Lesliebury, Utah",Debit Card,0,2
TXN_00000923,CUST_000820,37:32.0,74.2,Cardenas and Sons - Gas Station,Gas Station,"Longberg, Hawaii",Credit Card,0,2
TXN_00007963,CUST_000449,38:35.7,68.92,Coffey LLC - ATM,ATM,"Port Jacquelineberg, Maine",Credit Card,0,2
TXN_00005189,CUST_000768,39:34.2,197.69,Young Group - ATM,ATM,"Oliviahaven, Minnesota",Online Banking,0,2
TXN_00001251,CUST_000821,42:32.1,206.21,Mason Group - Online Shopping,Online Shopping,"Thomastown, Missouri",Online Banking,0,2
TXN_00005528,CUST_000845,42:34.4,295.64,Khan-Williams - Pharmacy,Pharmacy,"Deborahbury, Louisiana",Debit Card,0,2
TXN_00000788,CUST_000626,44:31.9,142.05,Snyder LLC - Airlines,Airlines,"Angelaside, Mississippi",Online Banking,0,2
TXN_00001074,CUST_000708,45:32.1,35.41,"Flowers, Reynolds and Jackson - Department Store",Department Store,"Port Bethanyville, Utah",Debit Card,0,2
TXN_00009483,CUST_000274,51:36.5,61.4,"Aguirre, Johnson and Adams - Gas Station",Gas Station,"West Stanleymouth, Arkansas",Credit Card,0,2
TXN_00001112,CUST_000292,52:32.1,85.15,Adkins-Walton - Restaurant,Restaurant,"Greenstad, South Carolina",Debit Card,0,2
TXN_00009731,CUST_000024,09:36.6,38.08,Day-Fernandez - Gas Station,Gas Station,"Joelshire, Georgia",Online Banking,0,3
TXN_00001846,CUST_000204,12:32.5,281.15,"Armstrong, Houston and Gomez - ATM",ATM,"South Laurieview, North Carolina",Debit Card,0,3
TXN_00005226,CUST_000048,12:34.3,151.23,Harmon-Donovan - Department Store,Department Store,"Elizabethchester, New York",Mobile App,0,3
TXN_00001974,CUST_000132,14:32.6,35.76,Daniels-Boyle - Gas Station,Gas Station,"East James, Idaho",Mobile App,0,3
TXN_00006405,CUST_000154,14:34.8,48.9,"Hayes, Johnson and Arroyo - Restaurant",Restaurant,"Adamsmouth, Maryland",Debit Card,0,3
TXN_00004384,CUST_000448,18:33.8,134.67,"Bennett, Frazier and Graham - Hotel",Hotel,"Fergusonburgh, South Carolina",Debit Card,0,3
TXN_00003368,CUST_000043,21:33.2,66.14,Flores Inc - Gas Station,Gas Station,"Jamesmouth, Colorado",Online Banking,0,3
TXN_00001962,CUST_000790,25:32.6,64.54,Hoover-Lee - Airlines,Airlines,"South Justinview, New Jersey",Credit Card,0,3
TXN_00007964,CUST_000339,27:35.7,290.69,Huang and Sons - Pharmacy,Pharmacy,"Lake Michellefort, Rhode Island",Mobile App,0,3
TXN_00005959,CUST_000023,39:34.6,1733.4,Rodriguez-Campbell - Department Store,Department Store,"South Lorraine, Delaware",Mobile App,1,3
TXN_00000553,CUST_000355,47:31.8,249.67,"Compton, Lopez and Johnson - Department Store",Department Store,"Paulport, Idaho",Credit Card,0,3
TXN_00009249,CUST_000979,55:36.5,240.56,Cohen Ltd - Pharmacy,Pharmacy,"Lake Tiffany, Minnesota",Mobile App,0,3
TXN_00009589,CUST_000807,56:36.6,4.33,Phillips-Schultz - Hotel,Hotel,"North Kimberlymouth, New Mexico",Online Banking,1,3
TXN_00002944,CUST_000315,57:33.1,211.96,Smith Inc - ATM,ATM,"East Michael, Colorado",Online Banking,0,3
TXN_00001072,CUST_000893,01:32.1,1053.22,Bennett PLC - Airlines,Airlines,"Lake Sheryl, New York",Mobile App,1,4
TXN_00007746,CUST_000200,06:35.6,132.03,"Anthony, Delgado and Holland - Department Store",Department Store,"Port Brandonfort, California",Mobile App,0,4
TXN_00009869,CUST_000894,20:36.7,34.72,Smith-Brown - Grocery,Grocery,"New Lisa, Illinois",Debit Card,0,4
TXN_00001054,CUST_000292,21:32.0,279.45,Sanders Ltd - Department Store,Department Store,"Lake Tracey, Louisiana",Credit Card,0,4
TXN_00005370,CUST_000390,28:34.3,128.05,Hudson Ltd - Grocery,Grocery,"Port Amanda, Wisconsin",Debit Card,0,4
TXN_00008526,CUST_000354,32:36.1,73.54,Parks and Sons - Airlines,Airlines,"Lake Gina, Kentucky",Credit Card,0,4
TXN_00003989,CUST_000410,34:33.6,52.71,Jackson-Clark - Department Store,Department Store,"West Christopherborough, Ohio",Credit Card,0,4
TXN_00008582,CUST_000495,37:36.1,269.55,Ortiz Ltd - ATM,ATM,"Michellemouth, Alabama",Mobile App,0,4
TXN_00007526,CUST_000407,38:35.4,4445.29,"Cuevas, Maxwell and Ortiz - Restaurant",Restaurant,"Garyside, Iowa",Online Banking,1,4
TXN_00007704,CUST_000356,38:35.5,43.55,Mcgrath-Cole - Gas Station,Gas Station,"Port Jasmine, North Dakota",Mobile App,0,4
TXN_00005739,CUST_000568,42:34.5,74.71,Thomas-Ryan - Gas Station,Gas Station,"South Bridget, Minnesota",Credit Card,0,4
TXN_00006820,CUST_000276,42:35.0,430.87,Douglas LLC - Online Shopping,Online Shopping,"Jenningsland, Kansas",Credit Card,0,4
TXN_00008139,CUST_000913,47:35.8,51.04,Hill Inc - Hotel,Hotel,"West Bobbyfurt, Arizona",Debit Card,0,4
TXN_00004026,CUST_000143,48:33.6,230.42,Ramsey LLC - Pharmacy,Pharmacy,"East Jessicaville, Missouri",Mobile App,0,4
TXN_00008807,CUST_000747,49:36.2,54.49,"Herring, Nixon and Lynch - ATM",ATM,"New Leslie, Montana",Credit Card,0,4
TXN_00008273,CUST_000780,51:35.9,100.15,Smith-White - Online Shopping,Online Shopping,"Aaronland, Vermont",Credit Card,0,4
TXN_00006124,CUST_000727,58:34.7,282.46,Hunt-Hart - Department Store,Department Store,"Port Markbury, Mississippi",Mobile App,0,4
TXN_00004635,CUST_000858,00:33.9,125.39,Lara Inc - Grocery,Grocery,"Port Lindsay, West Virginia",Online Banking,0,5
TXN_00003770,CUST_000141,01:33.5,257.38,Adams and Sons - Airlines,Airlines,"Lake Stacymouth, Indiana",Online Banking,0,5
TXN_00001735,CUST_000530,17:32.5,180.18,"Walker, Ward and Vincent - Hotel",Hotel,"Saraton, Nebraska",Online Banking,0,5
TXN_00008253,CUST_000484,17:35.9,110.31,Cummings LLC - Restaurant,Restaurant,"North Shannonstad, Maine",Debit Card,0,5
TXN_00000130,CUST_000396,19:31.6,46.61,Gray-Henderson - Hotel,Hotel,"Nunezport, Montana",Online Banking,0,5
TXN_00006671,CUST_000626,24:34.9,192.76,Mathis Inc - Department Store,Department Store,"North Michael, Minnesota",Debit Card,0,5
TXN_00008455,CUST_000946,27:36.0,8.15,Gordon Ltd - Department Store,Department Store,"Deanchester, Vermont",Online Banking,1,5
TXN_00009881,CUST_000022,30:36.7,296.57,Wright-Sandoval - Hotel,Hotel,"South Oscar, Oregon",Debit Card,0,5
TXN_00008780,CUST_000696,32:36.2,3.9,Suspicious Merchant - Online Shopping,Hotel,"East Tinaton, Oklahoma",Mobile App,1,5
TXN_00004754,CUST_000896,34:34.0,111.5,"Graves, Hall and Donovan - Online Shopping",Online Shopping,"Millerbury, California",Online Banking,0,5
TXN_00000254,CUST_000176,42:31.6,173.45,Diaz-Shields - Pharmacy,Pharmacy,"Vanessahaven, Tennessee",Credit Card,0,5
TXN_00009339,CUST_000606,42:36.5,192.34,Davis Group - Grocery,Grocery,"North Paulaburgh, Virginia",Mobile App,0,5
TXN_00005582,CUST_000298,47:34.4,1786.21,Davis-Smith - Online Shopping,Online Shopping,"Port Timothyview, New Mexico",Debit Card,1,5
TXN_00000324,CUST_000387,50:31.7,53.87,"Thompson, Peterson and Mccall - Grocery",Grocery,"Davidland, Oregon",Debit Card,0,5
TXN_00004371,CUST_000353,51:33.8,75.94,Diaz Ltd - Hotel,Hotel,"Harpermouth, Connecticut",Mobile App,0,5
TXN_00009327,CUST_000670,53:36.5,1305.02,Johnston-Graham - Department Store,Department Store,"Nicholasland, Nebraska",Debit Card,1,5
TXN_00003159,CUST_000781,59:33.1,66.75,Ward LLC - Restaurant,Restaurant,"Marshallfort, Massachusetts",Debit Card,0,5
TXN_00007319,CUST_000135,07:35.3,245.53,"Garrett, Watson and Miller - ATM",ATM,"Stantonborough, Indiana",Debit Card,0,6
TXN_00004560,CUST_000245,12:33.8,181.92,White LLC - Pharmacy,Pharmacy,"Lake Roberta, Rhode Island",Online Banking,0,6
TXN_00000676,CUST_000889,16:31.9,236.29,"Reese, Holder and Bautista - Airlines",Airlines,"Cathybury, Pennsylvania",Online Banking,0,6
TXN_00004492,CUST_000721,17:33.8,198.16,"Benitez, Copeland and Ward - Grocery",Grocery,"East Jessica, Connecticut",Debit Card,0,6
TXN_00001193,CUST_000810,24:32.1,116.43,"Stewart, Rodriguez and Hancock - Restaurant",Restaurant,"New Valerie, New Jersey",Online Banking,0,6
TXN_00006762,CUST_000084,27:35.0,273.98,Thompson-Adams - Pharmacy,Pharmacy,"Deanville, North Dakota",Mobile App,0,6
TXN_00009346,CUST_000332,30:36.5,165.27,Walker-Brown - Pharmacy,Pharmacy,"South Kristinaville, Texas",Mobile App,0,6
TXN_00000472,CUST_000229,36:31.7,114.09,Garcia-Christensen - Restaurant,Restaurant,"Moranhaven, Alabama",Online Banking,0,6
TXN_00005086,CUST_000677,40:34.2,214.76,"Brown, Henderson and Sanchez - Airlines",Airlines,"Port Frank, New Mexico",Mobile App,0,6
TXN_00008934,CUST_000975,41:36.3,101.95,"Elliott, King and Chambers - ATM",ATM,"Port Kevinton, Colorado",Mobile App,0,6
TXN_00006391,CUST_000729,44:34.8,61.23,Johnson Ltd - Pharmacy,Pharmacy,"Philipville, Washington",Credit Card,0,6
TXN_00008901,CUST_000881,46:36.3,54.11,"Scott, Carter and Ryan - Gas Station",Gas Station,"Port Christopher, Ohio",Credit Card,0,6
TXN_00006367,CUST_000472,48:34.8,134.92,Galvan-Jarvis - Hotel,Hotel,"Yatesborough, West Virginia",Debit Card,0,6
TXN_00003563,CUST_000284,53:33.3,146.85,"Evans, Frazier and Little - Pharmacy",Pharmacy,"Bradleyborough, Arizona",Debit Card,0,6
TXN_00006330,CUST_000888,54:34.8,459.38,Barker-Murphy - Online Shopping,Online Shopping,"Port Christopher, California",Mobile App,0,6
TXN_00002510,CUST_000216,57:32.9,35.76,Rhodes-Hernandez - Gas Station,Gas Station,"West Keithburgh, North Dakota",Mobile App,0,6
TXN_00007104,CUST_000413,01:35.1,79.27,"Crawford, Turner and Jones - ATM",ATM,"Port Dominiquemouth, Mississippi",Credit Card,0,7
TXN_00009322,CUST_000582,01:36.5,62.32,"Thompson, Wilson and Rose - Pharmacy",Pharmacy,"West Robert, Alabama",Debit Card,0,7
TXN_00009459,CUST_000071,03:36.5,291.83,Simpson-Kemp - Department Store,Department Store,"Georgeshire, Louisiana",Mobile App,0,7
TXN_00000097,CUST_000314,05:31.6,109.69,"Fuentes, Franco and Marshall - Hotel",Hotel,"West Jill, Louisiana",Online Banking,0,7
TXN_00002012,CUST_000970,06:32.6,267.08,Cook LLC - Pharmacy,Pharmacy,"Mosesport, Massachusetts",Credit Card,0,7
TXN_00005576,CUST_000171,10:34.4,45.68,Taylor-Thomas - Gas Station,Gas Station,"Jasmineberg, Louisiana",Mobile App,0,7
TXN_00008762,CUST_000776,18:36.2,214.37,Moore-Mcconnell - Online Shopping,Online Shopping,"Port Clairefort, Minnesota",Credit Card,0,7
TXN_00003479,CUST_000483,25:33.3,163.38,Barrett-Ortiz - Grocery,Grocery,"Manningstad, Utah",Mobile App,0,7
TXN_00004401,CUST_000137,29:33.8,170.74,Bradley Inc - Grocery,Grocery,"East Brianna, Virginia",Debit Card,0,7
TXN_00009099,CUST_000389,31:36.4,42.04,Walsh PLC - Department Store,Department Store,"West Anthonymouth, Arizona",Debit Card,0,7
TXN_00009642,CUST_000341,31:36.6,144.72,Potter-Cook - Airlines,Airlines,"East Robert, North Carolina",Debit Card,0,7
TXN_00004256,CUST_000688,46:33.7,217.67,Turner LLC - Pharmacy,Pharmacy,"Griffinberg, Kansas",Debit Card,0,7
TXN_00002590,CUST_000632,49:32.9,301.34,James and Sons - Online Shopping,Online Shopping,"Kevinbury, Alaska",Mobile App,0,7
TXN_00009462,CUST_000754,50:36.5,82.48,"Johnston, Wilson and Carroll - Restaurant",Restaurant,"West Roger, Kansas",Debit Card,0,7
TXN_00006291,CUST_000682,52:34.7,142.75,Proctor PLC - Airlines,Airlines,"Port Laura, New Mexico",Debit Card,0,7
TXN_00009223,CUST_000682,07:36.4,4164.3,Johns-Heath - Pharmacy,Pharmacy,"Port Brenda, Maine",Debit Card,1,8
TXN_00001003,CUST_000444,08:32.0,144.35,Pacheco Group - Online Shopping,Online Shopping,"Espinozamouth, South Carolina",Mobile App,0,8
TXN_00002418,CUST_000913,10:32.8,33.77,Hernandez-Martinez - ATM,ATM,"Lindachester, Mississippi",Debit Card,0,8
TXN_00001289,CUST_000494,13:32.2,382.79,Johnson-Santana - Online Shopping,Online Shopping,"Port Samanthaberg, Iowa",Credit Card,0,8
TXN_00005953,CUST_000568,14:34.6,335.74,"Howard, Esparza and Wilson - Online Shopping",Online Shopping,"Cherylfurt, Colorado",Credit Card,0,8
TXN_00006504,CUST_000752,14:34.9,182.23,Phillips LLC - Grocery,Grocery,"Marktown, Hawaii",Online Banking,0,8
TXN_00008951,CUST_000776,19:36.3,104.56,Gonzalez-Avila - ATM,ATM,"South Gregoryside, Louisiana",Mobile App,0,8
TXN_00003645,CUST_000429,24:33.4,174.51,Jackson-Neal - ATM,ATM,"Lake Lindseychester, Virginia",Debit Card,0,8
TXN_00002760,CUST_000104,34:33.0,286.94,Jensen Inc - Airlines,Airlines,"Wendyville, Connecticut",Mobile App,0,8
TXN_00004468,CUST_000710,35:33.8,196.55,Moore Inc - Grocery,Grocery,"West Jeffrey, Mississippi",Debit Card,0,8
TXN_00005785,CUST_000378,38:34.5,152.95,Beasley Ltd - ATM,ATM,"Antonioton, Pennsylvania",Mobile App,0,8
TXN_00005930,CUST_000699,41:34.6,121.86,Brooks LLC - Restaurant,Restaurant,"Bradyport, New York",Online Banking,0,8
TXN_00005663,CUST_000541,44:34.5,168.39,Kennedy PLC - ATM,ATM,"Vasquezhaven, Alaska",Online Banking,0,8
TXN_00006263,CUST_000072,44:34.7,96.05,Cole-Wright - Grocery,Grocery,"West Anthonyshire, Arkansas",Mobile App,0,8
TXN_00001346,CUST_000757,45:32.2,193.64,"Holmes, Bailey and Ramos - Grocery",Grocery,"Lake Victoriahaven, Alabama",Debit Card,0,8
TXN_00004574,CUST_000916,47:33.9,230.2,"Blackburn, Ryan and Williams - Airlines",Airlines,"East Jeremyview, Maryland",Mobile App,0,8
TXN_00008499,CUST_000258,47:36.0,79.7,Quinn and Sons - Hotel,Hotel,"Garzaberg, Oklahoma",Debit Card,0,8
TXN_00004417,CUST_000134,48:33.8,219.24,Jackson-Romero - Airlines,Airlines,"Smithside, Alaska",Credit Card,0,8
TXN_00007599,CUST_000957,48:35.5,169.48,Burgess LLC - Online Shopping,Online Shopping,"North Jeremy, Minnesota",Online Banking,0,8
TXN_00008188,CUST_000083,50:35.8,177.99,Rios-Johnson - Airlines,Airlines,"Beckland, Delaware",Online Banking,0,8
TXN_00008648,CUST_000731,51:36.1,94.91,Williamson-Jones - Online Shopping,Online Shopping,"West Mirandaville, Pennsylvania",Credit Card,0,8
TXN_00008700,CUST_000014,51:36.1,197.07,"Jenkins, Smith and Barrett - Hotel",Hotel,"New Heidifurt, Arizona",Online Banking,0,8
TXN_00000677,CUST_000333,57:31.9,120.51,"Meyers, Hamilton and Nguyen - Hotel",Hotel,"Stevenfort, Kansas",Online Banking,0,8
TXN_00004969,CUST_000090,01:34.2,217.45,Strickland-Turner - Hotel,Hotel,"Wallsville, North Carolina",Online Banking,0,9
TXN_00008593,CUST_000705,02:36.1,266.87,"Mclaughlin, Flynn and Williams - Hotel",Hotel,"Odomborough, Utah",Online Banking,0,9
TXN_00008682,CUST_000369,06:36.1,430.95,"Martin, Richardson and Rodriguez - Online Shopping",Online Shopping,"North Nathan, Wyoming",Mobile App,0,9
TXN_00007433,CUST_000908,08:35.4,180.17,"Horton, Taylor and Tran - Grocery",Grocery,"Port Douglas, Tennessee",Mobile App,0,9
TXN_00004329,CUST_000682,09:33.7,278.43,Owens-Greene - Department Store,Department Store,"East Joseph, New Mexico",Online Banking,0,9
TXN_00000649,CUST_000871,10:31.8,3063.25,Rodriguez and Sons - Online Shopping,Online Shopping,"Jamesbury, Iowa",Debit Card,1,9
TXN_00003705,CUST_000738,10:33.4,46.69,Huber-Moon - Airlines,Airlines,"East Elizabeth, Vermont",Online Banking,0,9
TXN_00000631,CUST_000639,12:31.8,61.26,Nelson-York - Restaurant,Restaurant,"West Williamside, Nebraska",Mobile App,0,9
TXN_00004128,CUST_000268,13:33.6,151.81,Young Inc - Online Shopping,Online Shopping,"Gutierrezside, California",Credit Card,0,9
TXN_00005736,CUST_000760,22:34.5,115.04,Estes PLC - Grocery,Grocery,"Jasmineport, New Hampshire",Credit Card,0,9
TXN_00002560,CUST_000951,27:32.9,76.4,"Cole, Hester and Ortega - Gas Station",Gas Station,"New Wanda, Kentucky",Online Banking,0,9
TXN_00005703,CUST_000978,30:34.5,71.98,"Banks, Craig and Macias - Gas Station",Gas Station,"South Tiffanymouth, Louisiana",Online Banking,0,9
TXN_00005460,CUST_000085,37:34.4,257.11,Jordan-Rodriguez - Pharmacy,Pharmacy,"West Lindsey, Illinois",Mobile App,0,9
TXN_00007615,CUST_000002,48:35.5,2754.22,"Robinson, Walsh and Berg - Grocery",Grocery,"North Matthew, Wyoming",Mobile App,1,9
TXN_00008324,CUST_000321,52:35.9,180.53,Newman and Sons - Department Store,Department Store,"Tylerside, Wyoming",Online Banking,0,9
TXN_00005149,CUST_000376,54:34.2,70.31,"Perkins, Hernandez and Ramsey - Grocery",Grocery,"Youngton, Ohio",Credit Card,0,9
TXN_00009786,CUST_000823,54:36.6,135.45,Reyes-Gordon - Restaurant,Restaurant,"West Bryanview, Nebraska",Online Banking,0,9
TXN_00000985,CUST_000301,57:32.0,109.65,Adams LLC - Airlines,Airlines,"West Todd, Idaho",Credit Card,0,9
TXN_00000626,CUST_000494,58:31.8,332.45,"Howard, Brown and Snyder - Online Shopping",Online Shopping,"Whitneyport, Ohio",Mobile App,0,9
TXN_00000387,CUST_000419,02:31.7,33.97,"Perez, Young and Carson - Hotel",Hotel,"East Reginaville, Iowa",Credit Card,0,10
TXN_00006669,CUST_000014,13:34.9,34.04,Scott Inc - Gas Station,Gas Station,"East Nancyfort, Colorado",Credit Card,0,10
TXN_00008794,CUST_000380,19:36.2,139.45,"Campbell, Donaldson and Reeves - Grocery",Grocery,"New Michelle, Colorado",Debit Card,0,10
TXN_00006957,CUST_000686,31:35.0,330.95,Hunter Group - Online Shopping,Online Shopping,"Shannonshire, Maine",Credit Card,0,10
TXN_00007537,CUST_000835,41:35.4,94.39,Stone-Campbell - Hotel,Hotel,"Nicholaston, Maine",Online Banking,0,10
TXN_00007883,CUST_000511,41:35.7,35.97,Smith Group - Grocery,Grocery,"West Allison, Connecticut",Online Banking,0,10
TXN_00003845,CUST_000972,50:33.5,120.61,Walker PLC - Restaurant,Restaurant,"Sullivanhaven, Maryland",Online Banking,0,10
TXN_00003890,CUST_000343,55:33.5,251.46,Byrd Group - Airlines,Airlines,"Port Kenneth, North Carolina",Mobile App,0,10
TXN_00006306,CUST_000354,55:34.7,275.4,"Black, Fry and Jackson - Department Store",Department Store,"Christophermouth, South Dakota",Online Banking,0,10
TXN_00005361,CUST_000101,57:34.3,176.84,Thomas-Smith - Pharmacy,Pharmacy,"Port Robertstad, Alabama",Credit Card,0,10
TXN_00009268,CUST_000318,58:36.5,31.11,"Gibson, Mckinney and Watson - Restaurant",Restaurant,"West Mario, Delaware",Online Banking,0,10
TXN_00003437,CUST_000187,01:33.3,41.07,Perry-Crane - Restaurant,Restaurant,"Robinsonmouth, Massachusetts",Online Banking,0,11
TXN_00006252,CUST_000647,05:34.7,76.11,Fernandez and Sons - Gas Station,Gas Station,"New Joannmouth, Illinois",Debit Card,0,11
TXN_00002376,CUST_000158,24:32.8,71.73,Williams-Harris - Pharmacy,Pharmacy,"Kaneside, North Carolina",Debit Card,0,11
TXN_00000176,CUST_000895,33:31.6,128.07,"Young, Burns and Cruz - Grocery",Grocery,"New Jeremy, Texas",Online Banking,0,11
TXN_00007079,CUST_000954,36:35.1,49.4,"Yoder, Jones and Carey - Gas Station",Gas Station,"Lake Raymondland, Alaska",Mobile App,0,11
TXN_00007335,CUST_000930,51:35.3,232.92,Jones PLC - ATM,ATM,"East Antonio, Wisconsin",Credit Card,0,11
TXN_00002567,CUST_000615,53:32.9,220.6,Dunlap Ltd - Airlines,Airlines,"West Scott, Nevada",Mobile App,0,11
TXN_00006881,CUST_000344,54:35.0,39.33,Dunn-Wolf - Online Shopping,Online Shopping,"New Keithland, Iowa",Online Banking,0,11
TXN_00000209,CUST_000662,56:31.6,4804.68,Pham-Ross - Pharmacy,Pharmacy,"North Kelly, Texas",Online Banking,1,11
TXN_00004557,CUST_000765,57:33.8,363.05,Shaw-Clark - Online Shopping,Online Shopping,"West Gregoryton, Michigan",Credit Card,0,11
